Group,Metric Name,Time,Value
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8169663018682857,103766004933008
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.819950360079243,103766005224335
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8219458540739947,103766005418385
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8253536327603318,103766005710722
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8272284430680192,103766005902247
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8291410365375098,103766006095318
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.831072556655806,103766006293147
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8329947386922141,103766006486661
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8349623186353127,103766006678707
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.836945238281599,103766006872007
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8412810940592926,103766007259633
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8438744557411189,103766007547885
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.845963270438346,103766007741154
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8479265921359483,103766007937224
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8499235990602764,103766008128489
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8520281442173366,103766008322019
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8539303676066188,103766008515059
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8559411612269534,103766008709384
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8589890630621511,103766008999717
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8620421148695488,103766009291243
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8639452700631395,103766009482264
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8659322275280963,103766009674799
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8680982016337154,103766010062700
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8719558313936775,103766010254745
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8739230907159388,103766010446041
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8759323814260982,103766010639342
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8779407002543445,103766010833131
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8799442097700303,103766011028436
